,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0173,0.068,-0.254,0.8,-0.151,0.117
mkt-rf,1.0001,0.011,92.154,0.0,0.979,1.022
FX Factor,0.0006,0.003,0.209,0.835,-0.005,0.006
