,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0249,0.064,0.39,0.697,-0.101,0.151
mkt-rf,0.9947,0.01,95.311,0.0,0.974,1.015
FX Factor,-0.001,0.002,-0.467,0.641,-0.005,0.003
