,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1099,0.107,-1.024,0.307,-0.321,0.102
mkt-rf,1.0246,0.026,40.127,0.0,0.974,1.075
FX Factor,0.0041,0.004,1.024,0.307,-0.004,0.012
