,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0874,0.248,-0.352,0.725,-0.577,0.402
mkt-rf,0.9935,0.022,45.655,0.0,0.951,1.036
FX Factor,0.0031,0.009,0.352,0.725,-0.014,0.02
