,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0107,0.065,0.165,0.869,-0.118,0.139
mkt-rf,0.9941,0.011,93.329,0.0,0.973,1.015
FX Factor,-0.0005,0.002,-0.255,0.799,-0.005,0.004
