,coef,std err,t,P>|t|,[0.025,0.975]
const,0.236,0.161,1.465,0.144,-0.081,0.553
mkt-rf,1.003,0.014,71.044,0.0,0.975,1.031
FX Factor,-0.0084,0.006,-1.481,0.14,-0.02,0.003
