,coef,std err,t,P>|t|,[0.025,0.975]
const,0.079,0.074,1.074,0.284,-0.066,0.224
mkt-rf,1.0005,0.012,83.231,0.0,0.977,1.024
FX Factor,-0.0026,0.002,-1.083,0.28,-0.007,0.002
