,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2558,0.293,-0.873,0.383,-0.833,0.321
mkt-rf,1.0068,0.026,39.205,0.0,0.956,1.057
FX Factor,0.0093,0.01,0.9,0.369,-0.011,0.03
