,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1309,0.161,-0.815,0.416,-0.447,0.185
mkt-rf,1.0209,0.038,26.723,0.0,0.946,1.096
FX Factor,0.0048,0.006,0.805,0.422,-0.007,0.016
