,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0412,0.123,0.336,0.737,-0.201,0.283
mkt-rf,0.97,0.02,48.305,0.0,0.93,1.01
FX Factor,-0.002,0.004,-0.508,0.612,-0.01,0.006
