,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0042,0.057,-0.075,0.94,-0.116,0.107
mkt-rf,0.999,0.009,108.005,0.0,0.981,1.017
FX Factor,0.0001,0.002,0.057,0.955,-0.003,0.004
