,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2924,0.158,-1.854,0.065,-0.603,0.018
mkt-rf,1.0312,0.026,40.011,0.0,0.98,1.082
FX Factor,0.0103,0.005,2.02,0.044,0.0,0.02
