,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1929,0.077,2.504,0.013,0.041,0.345
mkt-rf,0.9307,0.018,50.792,0.0,0.895,0.967
FX Factor,-0.0076,0.003,-2.666,0.008,-0.013,-0.002
