,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0022,0.061,0.036,0.971,-0.118,0.122
mkt-rf,0.9999,0.01,102.837,0.0,0.981,1.019
FX Factor,-4.299e-05,0.002,-0.018,0.986,-0.005,0.005
