,coef,std err,t,P>|t|,[0.025,0.975]
const,-1.1072,0.314,-3.527,0.001,-1.725,-0.489
mkt-rf,0.9734,0.028,35.39,0.0,0.919,1.028
FX Factor,0.0393,0.011,3.549,0.0,0.018,0.061
