,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0291,0.057,-0.51,0.61,-0.142,0.083
mkt-rf,0.9881,0.009,105.934,0.0,0.97,1.006
FX Factor,0.0007,0.002,0.356,0.722,-0.003,0.004
