,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1196,0.159,-0.75,0.454,-0.434,0.194
mkt-rf,1.0714,0.038,28.253,0.0,0.997,1.146
FX Factor,0.0051,0.006,0.87,0.385,-0.006,0.017
