,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0601,0.083,0.723,0.47,-0.104,0.224
mkt-rf,1.0125,0.014,74.533,0.0,0.986,1.039
FX Factor,-0.0017,0.003,-0.624,0.533,-0.007,0.004
