,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0229,0.127,-0.181,0.857,-0.272,0.227
mkt-rf,1.0067,0.02,49.739,0.0,0.967,1.047
FX Factor,0.0012,0.005,0.239,0.812,-0.009,0.011
