,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0594,0.095,0.625,0.533,-0.128,0.247
mkt-rf,0.9883,0.023,43.727,0.0,0.944,1.033
FX Factor,-0.0022,0.004,-0.624,0.533,-0.009,0.005
