,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0421,0.117,-0.36,0.719,-0.273,0.189
mkt-rf,1.0229,0.028,36.703,0.0,0.968,1.078
FX Factor,0.0018,0.004,0.407,0.684,-0.007,0.01
