,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0598,0.084,-0.713,0.477,-0.225,0.105
mkt-rf,1.0125,0.02,50.756,0.0,0.973,1.052
FX Factor,0.0022,0.003,0.714,0.476,-0.004,0.008
