,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0121,0.074,0.163,0.871,-0.135,0.159
mkt-rf,0.9894,0.018,55.848,0.0,0.954,1.024
FX Factor,-0.0006,0.003,-0.209,0.835,-0.006,0.005
