,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1016,0.112,-0.907,0.365,-0.322,0.119
mkt-rf,1.0245,0.018,55.948,0.0,0.988,1.061
FX Factor,0.0039,0.004,1.068,0.287,-0.003,0.011
