,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0638,0.113,-0.562,0.574,-0.287,0.16
mkt-rf,0.9937,0.01,99.911,0.0,0.974,1.013
FX Factor,0.0022,0.004,0.54,0.59,-0.006,0.01
