,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1055,0.083,1.27,0.205,-0.058,0.269
mkt-rf,0.9676,0.02,48.954,0.0,0.929,1.007
FX Factor,-0.0041,0.003,-1.328,0.185,-0.01,0.002
