,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0258,0.061,-0.422,0.674,-0.147,0.095
mkt-rf,0.9833,0.01,98.185,0.0,0.964,1.003
FX Factor,0.0004,0.002,0.212,0.832,-0.003,0.004
