,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0285,0.066,-0.432,0.666,-0.159,0.102
mkt-rf,1.0069,0.011,95.334,0.0,0.986,1.028
FX Factor,0.0013,0.003,0.487,0.627,-0.004,0.006
