,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0116,0.048,-0.241,0.809,-0.107,0.083
mkt-rf,0.9925,0.008,125.998,0.0,0.977,1.008
FX Factor,0.0002,0.002,0.11,0.913,-0.003,0.003
