,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1368,0.108,1.265,0.207,-0.076,0.35
mkt-rf,0.9945,0.009,104.898,0.0,0.976,1.013
FX Factor,-0.005,0.004,-1.315,0.19,-0.013,0.003
