,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0819,0.197,-0.417,0.677,-0.469,0.305
mkt-rf,0.9806,0.017,56.916,0.0,0.947,1.015
FX Factor,0.0026,0.007,0.378,0.706,-0.011,0.016
