,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0374,0.05,0.747,0.456,-0.061,0.136
mkt-rf,0.996,0.008,124.582,0.0,0.98,1.012
FX Factor,-0.0014,0.002,-0.687,0.493,-0.005,0.003
