,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1875,0.097,1.923,0.056,-0.005,0.38
mkt-rf,0.9419,0.023,40.609,0.0,0.896,0.988
FX Factor,-0.0073,0.004,-2.015,0.045,-0.014,-0.0
