,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0541,0.063,0.857,0.392,-0.07,0.178
mkt-rf,1.0101,0.01,97.929,0.0,0.99,1.03
FX Factor,-0.0015,0.002,-0.738,0.461,-0.006,0.003
