,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0211,0.087,-0.243,0.808,-0.192,0.15
mkt-rf,0.9867,0.008,130.007,0.0,0.972,1.002
FX Factor,0.0005,0.003,0.17,0.865,-0.006,0.007
