,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0046,0.111,-0.042,0.967,-0.222,0.213
mkt-rf,0.9833,0.026,37.389,0.0,0.931,1.035
FX Factor,-0.0001,0.004,-0.031,0.975,-0.008,0.008
