,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0929,0.139,0.67,0.503,-0.18,0.366
mkt-rf,0.9923,0.022,44.813,0.0,0.949,1.036
FX Factor,-0.0034,0.005,-0.616,0.539,-0.014,0.007
