,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0829,0.214,0.386,0.7,-0.34,0.505
mkt-rf,0.938,0.035,26.758,0.0,0.869,1.007
FX Factor,-0.0041,0.007,-0.591,0.555,-0.018,0.01
