,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0493,0.069,0.711,0.478,-0.087,0.186
mkt-rf,0.9921,0.011,89.62,0.0,0.97,1.014
FX Factor,-0.002,0.003,-0.724,0.47,-0.007,0.003
