,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.15,0.27,-0.556,0.579,-0.681,0.381
mkt-rf,1.0003,0.024,42.319,0.0,0.954,1.047
FX Factor,0.0053,0.01,0.56,0.576,-0.013,0.024
