,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0076,0.101,-0.075,0.94,-0.206,0.191
mkt-rf,0.9687,0.016,58.748,0.0,0.936,1.001
FX Factor,-0.0005,0.003,-0.153,0.879,-0.007,0.006
