,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0861,0.061,1.41,0.16,-0.034,0.206
mkt-rf,0.9856,0.015,67.862,0.0,0.957,1.014
FX Factor,-0.0032,0.002,-1.403,0.162,-0.008,0.001
