,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0617,0.09,-0.686,0.493,-0.239,0.115
mkt-rf,1.0075,0.014,70.12,0.0,0.979,1.036
FX Factor,0.0023,0.004,0.654,0.514,-0.005,0.009
