,coef,std err,t,P>|t|,[0.025,0.975]
const,0.058,0.071,0.816,0.416,-0.082,0.198
mkt-rf,0.9994,0.012,85.945,0.0,0.976,1.022
FX Factor,-0.0019,0.002,-0.839,0.402,-0.006,0.003
