,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2779,0.287,-0.968,0.334,-0.844,0.288
mkt-rf,0.9866,0.025,39.203,0.0,0.937,1.036
FX Factor,0.0098,0.01,0.963,0.337,-0.01,0.03
