,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0773,0.12,0.645,0.52,-0.159,0.313
mkt-rf,0.9969,0.02,50.925,0.0,0.958,1.035
FX Factor,-0.0026,0.004,-0.674,0.501,-0.01,0.005
