,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0676,0.065,-1.033,0.303,-0.196,0.061
mkt-rf,1.0035,0.011,93.86,0.0,0.982,1.025
FX Factor,0.0022,0.002,1.061,0.29,-0.002,0.006
