,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0248,0.074,0.333,0.74,-0.122,0.171
mkt-rf,0.9842,0.012,80.94,0.0,0.96,1.008
FX Factor,-0.0012,0.002,-0.489,0.625,-0.006,0.004
