,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0144,0.045,-0.318,0.751,-0.104,0.075
mkt-rf,1.0009,0.007,137.945,0.0,0.987,1.015
FX Factor,0.0005,0.002,0.299,0.765,-0.003,0.004
