,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1654,0.16,-1.032,0.303,-0.481,0.15
mkt-rf,1.0131,0.026,38.686,0.0,0.962,1.065
FX Factor,0.0057,0.005,1.095,0.275,-0.005,0.016
