,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0006,0.296,-0.002,0.998,-0.584,0.583
mkt-rf,0.9537,0.026,36.741,0.0,0.903,1.005
FX Factor,-0.0007,0.01,-0.063,0.95,-0.021,0.02
