,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2837,0.155,-1.828,0.069,-0.59,0.022
mkt-rf,0.9801,0.025,38.632,0.0,0.93,1.03
FX Factor,0.0088,0.005,1.756,0.08,-0.001,0.019
