,coef,std err,t,P>|t|,[0.025,0.975]
const,0.2993,0.195,1.532,0.127,-0.086,0.684
mkt-rf,0.9523,0.046,20.491,0.0,0.861,1.044
FX Factor,-0.0107,0.007,-1.489,0.138,-0.025,0.003
