,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0952,0.049,-1.945,0.053,-0.192,0.001
mkt-rf,0.9965,0.008,124.556,0.0,0.981,1.012
FX Factor,0.003,0.002,1.879,0.062,-0.0,0.006
