,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1346,0.067,2.004,0.046,0.002,0.267
mkt-rf,0.9494,0.016,59.412,0.0,0.918,0.981
FX Factor,-0.0053,0.002,-2.153,0.032,-0.01,-0.0
