,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0855,0.069,-1.24,0.216,-0.221,0.05
mkt-rf,1.0125,0.011,91.965,0.0,0.991,1.034
FX Factor,0.0033,0.003,1.223,0.222,-0.002,0.009
