,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0064,0.064,0.101,0.92,-0.119,0.132
mkt-rf,1.0018,0.01,98.48,0.0,0.982,1.022
FX Factor,-0.0001,0.003,-0.042,0.966,-0.005,0.005
