,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0412,0.061,0.672,0.502,-0.08,0.162
mkt-rf,0.9993,0.01,102.005,0.0,0.98,1.019
FX Factor,-0.0014,0.002,-0.564,0.573,-0.006,0.003
