,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1117,0.072,1.56,0.12,-0.029,0.253
mkt-rf,0.9771,0.011,85.388,0.0,0.955,1.0
FX Factor,-0.0047,0.003,-1.659,0.098,-0.01,0.001
