,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0536,0.117,-0.459,0.647,-0.284,0.177
mkt-rf,1.0163,0.019,53.225,0.0,0.979,1.054
FX Factor,0.0021,0.004,0.563,0.574,-0.005,0.01
