,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0347,0.106,0.327,0.744,-0.175,0.244
mkt-rf,1.0157,0.017,58.507,0.0,0.981,1.05
FX Factor,-0.0008,0.003,-0.225,0.822,-0.008,0.006
