,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1404,0.109,-1.283,0.201,-0.356,0.075
mkt-rf,1.0194,0.017,58.316,0.0,0.985,1.054
FX Factor,0.0055,0.004,1.262,0.208,-0.003,0.014
