,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0105,0.173,-0.06,0.952,-0.352,0.331
mkt-rf,1.0128,0.041,24.546,0.0,0.932,1.094
FX Factor,0.0006,0.006,0.089,0.929,-0.012,0.013
