,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.137,0.22,-0.623,0.534,-0.57,0.296
mkt-rf,0.9878,0.019,51.264,0.0,0.95,1.026
FX Factor,0.0047,0.008,0.602,0.547,-0.011,0.02
